Name	BIBCode	Title	PubInfo	Citations	date
Mendygral, Peter John	2011PhDT........99M	Simulations and Synthetic Observations of Active Galactic Nuclei Jets in Galaxy Clusters: Numerical Tools and Experiments	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Minnesota, 2011.; Publication Number: AAT 3466975; ISBN: 9781124808864; Source: Dissertation Abstracts International, Volume: 72-10, Section: B, page: .; 201 p.	4	2011
Manousakis, Antonios	2011PhDT.......429M	Accretion in high mass X-ray binaries	PhD Thesis, University of Geneva, 2011	4	2011
Delaney, Tracey Ann	2004PhDT.......218D	A multiwavelength study of Cassiopeia A and Kepler&#39;&#39;s supernova remnants	Thesis (PhD). UNIVERSITY OF MINNESOTA, Source DAI-B 65/08, p. 4065, Feb 2005, 211 pages., 2011	8	2004
Oonk, Johannes Bernardus Raymond	2011PhDT.........4O	Cool gas in brightest cluster galaxies	Ph. D. thesis, University of Leiden (2011). Advisor: W. Jaffe. ISBN: 9789461910318. pp. 226	2	2011
Messias, Hugo	2011PhDT.......287M	A multiwavelength study of near- and mid-infrared selected galaxies at high redshift: ERGs, AGN-identification and the contribution from dust	PhD Thesis, 2011	0	2011
Koss, Michael J.	2011PhDT.......223K	The host galaxies of ultra hard X-ray selected AGN	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, College Park, 2011.; Publication Number: AAT 3478959; ISBN: 9781124970066; Source: Dissertation Abstracts International, Volume: 73-02, Section: B, page: 0995.; 188 p.	1	2011
Detmers, Robertus G.	2011PhDT........25D	Outflow and feedback in active galactic nuclei: high-resolution X-ray spectroscopy and variability	Thesis (Ph.D.)-- Utrecht University, 2011. ISBN: &lt;ISBN&gt;978-90-393-5693-7&lt;/ISBN&gt;. Advisor: Kaastra, Jelle	0	2011
Young, Monica	2011PhDT.........2Y	Probing quasar accretion physics with optical and X-ray spectroscopy	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Boston University, 2011.; Publication Number: AAT 3430453; ISBN: 9781124297835; Source: Dissertation Abstracts International, Volume: 71-11, Section: B, page: 6825.; 227 p.	0	2011
Eger, Peter Alfred	2011PhDT........75E	Identification of TeV Gamma-ray sources through multi-wavelength studies	PhD Thesis, University of Erlangen-Nuremberg, July 2011, 160 pages	0	2011
Fragkos, Anastasios	2011PhDT.........4F	Formation and Evolution of X-ray Binaries	Ph.D Thesis, ProQuest Dissertations and Theses, 2011. Publication Number: AAT 3453213; ISBN: 9781124611822	0	2011
Gobeille, Doug B. P.	2011PhDT.........4G	A Systematic Meta-Survey of High Redshift Quasars Probing their Environments and Evolution	Ph.D Thesis, ProQuest Dissertations and Theses, 2011. Publication Number: AAT 3439927; ISBN: 9781124459875	0	2011
Hart, Quyen Nguyen	2010PhDT........89H	A multiwavelength study of active galactic nuclei in clusters of galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Colorado at Boulder, 2010.; Publication Number: AAT3419466; ISBN: 9781124194226; Source: Dissertation Abstracts International, Volume: 71-10, Section: B, page: 6171.; 233 p., 2011	0	2010
Poppenh&auml;ger, Katja	2011PhDT.........1P	Magnetic activity of planet-hosting stars	Thesis (PhD); Universit&auml;t Hamburg, 2011	0	2011
Zabalza, V.	2011PhDT.........1Z	The keV-TeV connection in gamma-ray binaries	PhD Thesis, 2011	0	2011
Hogan, Brandon Scott	2011PhDT.........2H	The MOJAVE Chandra Sample: A Correlation Study of Blazars and Radio Galaxies in X-ray and Radio Wavelengths	PhD Dissertation, Purdue University, 116 Pages, 2011	0	2011
Hanke, Manfred	2011PhDT.........9H	Probing the Environment of Accreting Compact Objects	PhD Thesis, University of Erlangen&ndash;Nuremberg, 2011	9	2011
Teng, Stacy H.	2010PhDT........40T	From merging galaxies to quasars: The evolution of nuclear activity in luminous and ultraluminous infrared galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Maryland, College Park, 2010.; Publication Number: AAT3409660; ISBN: 9781124073354; Source: Dissertation Abstracts International, Volume: 71-07, Section: B, page: .; 251 p., 2011	1	2010
Temim, Tea	2009PhDT.......116T	Multi-wavelength observations of pulsar wind nebulae and composite supernova remnants	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Minnesota, 2009.; Publication Number: AAT3379403; ISBN: 9781109479225; Source: Dissertation Abstracts International, Volume: 70-11, Section: B, page: 6939.; 200 p., 2010	0	2009
Trump, Jonathan Russell	2010PhDT.........4T	Supermassive black hole activity in the Cosmic Evolution Survey	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Arizona, 2010.; Publication Number: AAT3402016; ISBN: 9781109735970; Source: Dissertation Abstracts International, Volume: 71-05, Section: B, page: 3100.; 257 p.	0	2010
Postnikov, Sergey	2010PhDT........18P	Topics in the physics and astrophysics of neutron stars	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Ohio University, 2010.; Publication Number: AAT3398113; ISBN: 9781109708493; Source: Dissertation Abstracts International, Volume: 71-04, Section: B, page: 2441.; 210 p.	0	2010
Israel, Holger	2010PhDT........46I	Weak lensing mass determination of eight X-ray selected galaxy clusters from the 400d survey	PhD Thesis, University of Bonn, 2010	0	2010
Yukita, Mihoko	2010PhDT........55Y	Growth and evolution of the M81 group of galaxies	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama in Huntsville, 2010.; Publication Number: AAT 3438419; ISBN: 9781124416373; Source: Dissertation Abstracts International, Volume: 72-02, Section: B, page: .; 275 p.	0	2010
Trouille, Laura Elizabeth	2010PhDT.......116T	X-ray and optical spectral properties of active galactic nuclei	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Wisconsin - Madison, 2010.; Publication Number: AAT 3437065; ISBN: 9781124364070; Source: Dissertation Abstracts International, Volume: 72-01, Section: B, page: .; 189 p.	0	2010
Chomiuk, Laura Beth	2010PhDT.......118C	Supernova remnants across the Hubble Sequence	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Wisconsin - Madison, 2010.; Publication Number: AAT3421948; ISBN: 9781124220499; Source: Dissertation Abstracts International, Volume: 71-10, Section: B, page: 6168.; 165 p.	0	2010
Friedenberg, David	2010PhDT.......131F	Adaptive cluster detection	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- Carnegie Mellon University, 2010. Publication number: AAT 3470161 ISBN: &lt;ISBN&gt; 9781124122731 &lt;/ISBN&gt;. Advisor: Genovese, Christopher	0	2010
Haggard, Daryl	2010PhDT.......142H	The fraction of X-ray-active galaxies in the field from the Chandra multiwavelength project and the Sloan Digital Sky Survey	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Washington, 2010.; Publication Number: AAT 3431563; ISBN: 9781124313146; Source: Dissertation Abstracts International, Volume: 71-12, Section: B, page: .; 129 p.	0	2010
Wong, Ka-Wah	2010PhDT.......157W	The role of non-equilibrium processes in galaxy clusters	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Virginia, 2010.; Publication Number: AAT 3437742; ISBN: 9781124391106; Source: Dissertation Abstracts International, Volume: 72-02, Section: B, page: .; 272 p.	0	2010
Tonnesen, Stephanie K.	2010PhDT.......158T	Galaxy Evolution in Clusters: Exploring the Role of Ram Pressure Stripping Using Simulations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Columbia University, 2010.; Publication Number: AAT 3448344; ISBN: 9781124543390; Source: Dissertation Abstracts International, Volume: 72-05, Section: B, page: .; 225 p.	0	2010
Peng, Tzu-Cheng	2010PhDT.......159P	Galactic massive star forming regions near and far: a (sub)millimeter study of the Orion Molecular Cloud 1 and W49A	Thesis (PhD). Universitat Bonn, 282 pages, 2010	0	2010
Russell, Helen	2010PhDT.......179R	The X-ray properties of cool core galaxy clusters	Thesis (Ph.D.)-- University of Cambrige, 2010.	0	2010
Degenaar, N. D.	2010PhDT.......221D	Exploring subluminous X-ray binaries	Ph.D. Thesis, Astronomical Institute Anton Pannekoek, University of Amsterdam, The Netherlands, 2010. Advisor: M.B.M. van der Klis, Rudy Wijnands	0	2010
Goodger, Joanna	2010PhDT.......224G	Interactions Between Radio-Loud Active Galaxies and Their Environments	Thesis (Ph.D.)-- University of Hertfordshire, 2010. Advisor Hardcastle, Martin	0	2010
Luo, Bin	2010PhDT.......231L	X-ray and Multiwavelength Studies of Active Galactic Nuclei in the Chandra Deep Fields	Thesis (Ph.D.)-- Pennsylvania State University, 2010. Advisor Brandt, William	0	2010
Giodini, Stefania	2010PhDT.......239G	Galaxy groups in the COSMOS survey : cosmic laboratories for galaxy evolution and feedback	Ph.D. Thesis, Ludwigs-Maximilians-Universit&auml;t, 2010	0	2010
Horesh, Assaf	2010PhDT.......251H	Probing cosmic history: galaxy cluster gravitational lens statistics and supernova rates	PhD Thesis, Tel Aviv University, 2010	0	2010
Bulbul, Gul Esra	2010PhDT.......258B	The effect of helium sedimentation on cluster mass scaling relations	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Alabama in Huntsville, 2010.; Publication Number: AAT 3438421; ISBN: 9781124416397; Source: Dissertation Abstracts International, Volume: 72-02, Section: B, page: .; 175 p.	0	2010
Williams, Brian Jeffrey	2010PhDT.......259W	Supernova remnants as a probe of dust grains in the interstellar medium	PhD Thesis, North Carolina State University, 2010	0	2010
Livingstone, Margaret Anne	2010PhDT.......279L	Timing Young Pulsars: Challenges to Standard Pulsar Spin-Down Models	Ph.D. Thesis, McGill University, 2010, 246 pages	0	2010
Cardamone, Caroline	2010PhDT.......281C	The Role of Active Galactic Nuclei in the Co-evolution of Black Holes and Galaxies	Thesis (Ph.D.)-- Yale University, 2010.	0	2010
Saez, Cristian	2010PhDT.......290S	The X-ray evolution of inflows and outflows in active galactic nuclei	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The Pennsylvania State University, 2010.; Publication Number: AAT 3436190; ISBN: 9781124350677; Source: Dissertation Abstracts International, Volume: 72-01, Section: B, page: .; 168 p.	0	2010
Guglielmetti, Fabrizia	2010PhDT.......309G	Background-source separation in astronomical images with bayesian probability theory	PhD Thesis, LMU Munich, 2010	0	2010
Bogd&aacute;n, &Aacute;kos	2010PhDT.......341B	X-ray emission from nearby early-type galaxies and origin of Type Ia Supernovae	Thesis (Ph.D.)-- Ludwig-Maximilians-Universit&auml;t M&uuml;nchen, 2010.	0	2010
Million, Evan	2010PhDT.......356M	Astrophysics of the intracluster medium in X-ray bright galaxy clusters	Thesis (Ph.D.)-- Stanford University,     2010. Advisor Allen, Steven	0	2010
Czesla, Stefan	2010PhDT.......381C	Stellar magnetic activity from the photosphere to circumstellar disks	PhD Thesis, University of Hamburg, 2010	0	2010
Stiele, Holger	2010PhDT.......440S	X-ray Source Population Study of the Local Group Galaxy M 31	Thesis (Ph.D.)-- Ludwig-Maximilians-Universitat Munchen, 2010.	0	2010
White, John	2010PhDT.......201W	Bayesian multi-scale smoothing of photon-limited images with applications to astronomy and medicine	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- North Carolina State University, 2010. Publication number: AAT 3429707 ISBN: &lt;ISBN&gt; 9781124275864 &lt;/ISBN&gt;. Advisor: Ghoshal, Subhashis	1	2010
Montez, Rodolfo, Jr.	2010PhDT.......300M	X-rays from planetary nebulae: Unveiling wind collisions and binarity	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Rochester Institute of Technology, 2010.; Publication Number: AAT 3439152; ISBN: 9781124439358; Source: Dissertation Abstracts International, Volume: 72-03, Section: B, page: .; 392 p.	1	2010
Bonafede, Annalisa	2010PhDT.......342B	Magnetic fields in galaxy clusters: Faraday rotation and non thermal emission	Thesis (Ph.D.)-- Universita degli Studi di Bologna, 2010.	1	2010
Miller, Brendan	2010PhDT.......355M	X-ray Insights into Jets and Outflows in Radio-Loud Quasars	Thesis (Ph.D.)-- Pennsylvania State University, 2010. Advisor Brandt, William	1	2010
Nemeth, Peter	2010PhDT.........6N	Non-LTE luminosity and abundance diagnostics of classical novae in x-rays	ProQuest Dissertations And Theses; Thesis (Ph.D.)--Florida Institute of Technology, 2010.; Publication Number: AAT3407244; ISBN: 9781109758917; Source: Dissertation Abstracts International, Volume: 71-05, Section: B, page: 3099.; 171 p.	2	2010
Ma, Cheng-Jiun	2010PhDT.......231M	MACS: The impact of environment on galaxy evolution at z&amp;gt;0.5	PhD Thesis, UMI Dissertations Publishing 2010; University of Hawai&#39;&#39;i at Manoa.  Publication Number: AAT 3429761; ISBN: 9781124298665.	2	2010
Patel, Shannon	2010PhDT.......117P	The dependence of galaxy star formation histories on environment at 0.6 &amp;lt; z &amp;lt; 0.9	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of California, Santa Cruz, 2010.; Publication Number: AAT 3429531; ISBN: 9781124291024; Source: Dissertation Abstracts International, Volume: 71-11, Section: B, page: 6819.; 227 p.	3	2010
Williams, Brian J.	2010PhDT.......132W	Supernova remnants as a probe of dust grains in the interstellar medium	PhD Thesis, UMI Dissertations Publishing 2010; North Carolina State University.  Publication Number: AAT 3429710; ISBN: 9781124275895.	3	2010
Lin, Jinrong	2011PhDT.......300L	Observational and evolutionary studies of neutron star X-ray binaries	PhD Thesis, Massachusetts Institute of Technology, 2011, 2010	9	2011
Brownstein, Joel Richard	2009PhDT.......172B	Modified gravity and the phantom of dark matter	ProQuest Dissertations And Theses; Thesis (Ph.D.)--University of Waterloo (Canada), 2009.; Publication Number: AATNR56117; ISBN: 9780494561171; Source: Dissertation Abstracts International, Volume: 71-01, Section: B, page: 0361.; 251 p., 2010	25	2009
Bush, Stephanie Josephine	2010PhDT.......228B	Star Formation in Extreme Environments	PhD Thesis, UMI Dissertations Publishing 2010; Harvard University.  Publication Number: AAT 3435360; ISBN: 9781124339818.	1	2010
Portas, Antonio Miguel Pereira	2010PhDT.......244P	From giants to dwarfs : probing the edges of galaxies	Ph.D. Thesis, University of Hertfordshire, 2010	1	2010
Adamczak, Jens	2010PhDT.........2A	X-ray spectroscopy of hot white dwarfs	PhD Thesis, Eberhard Karls Universit&auml;t T&uuml;bingen, 2010	0	2010
P&eacute;rez-Beaupuits, Juan-Pablo	2010PhDT.......258P	Chemical Fingerprints of Star Forming Regions and Active Galaxies	Ph.D. Thesis, Kapteyn Institute, Groningen, The Netherlands, 2010	0	2010
Wardlow, Julie Louise	2010PhDT.......241W	The role of obscured activity in galaxy formation	PhD Thesis, Durham University, 2010	0	2010
Beklen-Barto, Elif	2010PhDT.......473B	X-ray and optical observations of high mass X-ray binaries	PhD Thesis, Middle East Technical University, 2010	0	2010
Helder, E. A.	2010PhDT........34H	Cosmic-ray acceleration in supernova remnants	PhD thesis (Utrecht University) ISBN: 978-90-393-5394-3, 2010	1	2010
Bignamini, Andrea	2010PhDT.......367B	The Swift-XRT Survey of Groups and Clusters of Galaxies	PhD Thesis, 2010	0	2010
Soleri, Paolo	2010PhDT.......484S	Accretion/ejection coupling in X-ray binaries	Ph.D. Thesis, Astronomical Institute Anton Pannekoek, University of Amsterdam, The Netherlands, 2010. Advisor: M.B.M. van der Klis	0	2010
Collins, Karen	2008MsT..........5C	HD 100453: An evolutionary link between protoplanetary disks and debris disks	ProQuest Dissertations And Theses; Thesis (Masters) University of Louisville, 2008. Publication number: AAT 1458913 ISBN: &lt;ISBN&gt; 9780549835202 &lt;/ISBN&gt;., 2009	0	2008
Morgan, Jodie Rachelle	2009PhDT.........5M	Gaseous merger signatures in early-type galaxies	Proquest Dissertations And Theses 2009.  Section 0246, Part 0606 230 pages; [Ph.D. dissertation].United States -- Virginia: University of Virginia; 2009. Publication Number: AAT 3362863. Source:           DAI-B 70/06, Dec 2009	0	2009
Desroches, Louis-Benoit	2009PhDT.........7D	Constraining the coevolution of galaxies and black holes at low mass	Proquest Dissertations And Theses 2009.  Section 0028, Part 0606 162 pages; [Ph.D. dissertation].United States -- California: University of California, Berkeley; 2009. Publication Number: AAT 3383045. Source: DAI-B 70/10, Apr 2010	0	2009
Park, Shinae	2009PhDT.........9P	Getting warmer: Detecting AGNs through infrared radiation	Proquest Dissertations And Theses 2009.  Section 0084, Part 0606 173 pages; [Ph.D. dissertation].United States -- Massachusetts: Harvard University; 2009. Publication Number: AAT 3365393. Source:           DAI-B 70/07, Jan 2010	0	2009
Freeland, Emily Elizabeth	2009PhDT........11F	Intergalactic gas in groups of galaxies	Proquest Dissertations And Theses 2009.  Section 0262, Part 0606 99 pages; [Ph.D. dissertation].United States -- Wisconsin: The University of Wisconsin - Madison; 2009. Publication Number: AAT 3384074. Source:           DAI-B 70/10, Apr 2010	0	2009
Povich, Matthew Samuel	2009PhDT........15P	A case study of the Galactic H II region M17 and environs: Implications for the galactic star formation rate	Proquest Dissertations And Theses 2009.  Section 0262, Part 0606 178 pages; [Ph.D. dissertation].United States -- Wisconsin: The University of Wisconsin - Madison; 2009. Publication Number: AAT 3383952. Source:           DAI-B 70/10, Apr 2010	0	2009
Plotkin, Richard M.	2009PhDT........19P	Multiwavelength selection and study of BL Lacertae objects: Large samples from SDSS	Proquest Dissertations And Theses 2009.  Section 0250, Part 0606 221 pages; [Ph.D. dissertation].United States -- Washington: University of Washington; 2009. Publication Number: AAT 3377325. Source:           DAI-B 70/09, Mar 2010	0	2009
Stanek, Rebecca M.	2009PhDT........21S	Population statistics of galaxy cluster halos in cosmological simulations	Proquest Dissertations And Theses 2009.  Section 0127, Part 0606 161 pages; [Ph.D. dissertation].United States -- Michigan: University of Michigan; 2009. Publication Number: AAT 3382418. Source:           DAI-B 70/10, Apr 2010	0	2009
Prieto Katunaric, Jose Luis	2009PhDT........23P	Massive stars: Life and death	Proquest Dissertations And Theses 2009.  Section 0168, Part 0606 317 pages; [Ph.D. dissertation].United States -- Ohio: The Ohio State University; 2009. Publication Number: AAT 3376949. Source: DAI-B 70/10, Apr 2010	0	2009
Owen, Richard Alexander	2009PhDT........92O		PhD Thesis, University of Leicester, 2009	0	2009
Lanzuisi, Giorgio	2009PhDT.......252L	The search for elusive AGNs: X-ray	Thesis (Ph.D.)-- Astronomical Observatory of Rome, 2009. Advisor Fiore, Fabrizio	0	2009
Bradley, Charles	2009PhDT.......285B	States and State Transitions in Low Mass X-Ray Binaries	Thesis (Ph.D.)-- Louisiana State University, 2009. Advisor:  Hynes, Robert. Advisor: Frank, Juhan.	0	2009
Peng, Tzu-Cheng	2009PhDT.......297P	Galactic massive star forming regions near and far :a (sub)millimeter study of the Orion Molecular Cloud 1 and W49A	PhD Thesis, University of Bonn, 2009	0	2009
Chang, Chulhoon	2009PhDT.......324C	A systematic study of variable absorption lines in the black hole X-ray binary Cygnus X-1 with the Chandra X-ray observatory	ProQuest Dissertations And Theses; Thesis (Ph.D.)-- Purdue University, 2009. Publication number: AAT 3402303 ISBN: &lt;ISBN&gt; 9781109743784 &lt;/ISBN&gt;. Advisor: Advisor, in format: lastname, firstname (middle name)	0	2009
Cameron, Patrick Brian	2009PhDT.......327C	The formation and evolution of neutron stars: astrometry, timing, and transients	Thesis (Ph.D.) -- California Institute of Technology, 2009. Advisor(s): Kulkarni, Shrinivas R.	0	2009
Simionescu, Aurora	2009PhDT.......468S	AGN-ICM interaction in nearby cool core clusters: energetics and transport processes	Thesis (Ph.D.)-- Ludwig-Maximilians-Universit&auml;t M&uuml;nchen, 2009. Advisor: Bohringer, Hans	0	2009
Ruiter, Ashley Jade	2009PhDT.........7R	White dwarfs in close binaries: Gravitational waves, X-rays and type Ia supernova progenitors	Proquest Dissertations And Theses 2009.  Section 0143, Part 0606 208 pages; [Ph.D. dissertation].United States -- New Mexico: New Mexico State University; 2009. Publication Number: AAT 3383036. Source:           DAI-B 70/07, Jan 2010	1	2009
Kartaltepe, Jeyhan Sevim	2009PhDT........13K	A multiwavelength study of (ultra)luminous infrared galaxies in the cosmos field	Proquest Dissertations And Theses 2009.  Section 0085, Part 0606 331 pages; [Ph.D. dissertation].United States -- Hawaii: University of Hawai&#39;&#39;i at Manoa; 2009. Publication Number: AAT 3381547. Source:           DAI-B 70/11, May 2010	1	2009
Jones, David	2009PhDT.......107J	Exploring cosmic-ray acceleration in the galactic realm.	Thesis (Ph.D.)-- University of Adelaide, 2009.	1	2009
Koda, Jun	2009PhDT.......253K	Gravitational dynamics of halo formation in a collisional versus collisionless cold dark matter universe	ProQuest Dissertations And Theses; Thesis (Ph.D.)--The University of Texas at Austin, 2009.; Publication Number: AAT3412189; ISBN: 9781124098128; Source: Dissertation Abstracts International, Volume: 71-08, Section: B, page: .; 175 p.	1	2009
Gladstone, Jeanette Claire	2009PhDT.......263G	Optical &amp;amp; X-ray Studies of Ultraluminous X-ray Sources	PhD Thesis, Durham University, 2009	1	2009
Godfrey, Leith Edward Hope	2009PhDT.......272G	Multiwavelength studies of x-ray bright extragalactic jets	PhD Thesis, Australian National University, 2009	1	2009
Schurch, Matthew Peter Edward	2009PhDT.......470S	Optical and X-ray studies of Be/X-ray binaries in the Small Magellanic Cloud	Thesis (Ph.D.)-- University of Southampton, 2009. Advisor Coe, Malcolm	1	2009
Shukla, Sonali Jyotindra	2009PhDT.......471S	Understanding the physics of X-ray emission in young stars	PhD Thesis, Vanderbilt University, 2009	1	2009
Ghosh, Himel	2009PhDT........12G	A search for the smallest supermassive black holes	Proquest Dissertations And Theses 2009.  Section 0168, Part 0606 171 pages; [Ph.D. dissertation].United States -- Ohio: The Ohio State University; 2009. Publication Number: AAT 3382383. Source:           DAI-B 70/11, May 2010	2	2009
Yu, Young Sam	2009PhDT........96Y	High spatial/spectral resolution X-ray observations and volumetric three-dimensional modeling of superheated plasma in the planetary nebula BD+30&deg;3639	Thesis (Ph.D.)-- Rochester Institute of Technology, 2009.  Advisor: Kastner, Joel	2	2009
Van Rossum, Dani&euml;l R. Daan	2009PhDT.......117V	Massive NLTE models for x-ray novae with PHOENIX	PhD Thesis, University of Hamburg, 2009	2	2009
Deegan, Patrick	2009PhDT.......174D	Accretion onto stellar mass black holes	Thesis submitted for the degree of Doctor of Philosophy at the University of Leicester, March 2009. Awarded 18 December 2009.	2	2009
Dib, Rim	2009PhDT........13D	RXTE monitoring of 5 anomalous x-ray pulsars	Proquest Dissertations And Theses 2009.  Section 0781, Part 0606 283 pages; [Ph.D. dissertation].Canada: McGill University (Canada); 2009. Publication Number: AAT NR61898. Source: DAI-B 71/05, Nov 2010	3	2009
Mantz, Adam	2009PhDT........18M	Observations of the growth of x-ray luminous galaxy clusters: Cosmological and astrophysical implications	Proquest Dissertations And Theses 2009.  Section 0212, Part 0606 154 pages; [Ph.D. dissertation].United States -- California: Stanford University; 2009. Publication Number: AAT 3382784. Source:           DAI-B 70/10, Apr 2010	6	2009
Mroczkowski, Tony	2009PhDT........13M	The Sunyaev-Zel&#39;&#39;dovich Array: Constraining a new pressure profile for fitting SZE observations of galaxy clusters	Proquest Dissertations And Theses 2009.  Section 0054, Part 0606 216 pages; [Ph.D. dissertation].United States -- New York: Columbia University; 2009. Publication Number: AAT 3373808. Source:           DAI-B 70/08, Feb 2010	0	2009
Basu-Zych, Antara R.	2009PhDT........13B	Exploring the nature of z&amp;lt;1 Ultraviolet Luminous Galaxies (UVLGs): Local analogs of Lyman Break Galaxies	Proquest Dissertations And Theses 2009.  Section 0054, Part 0606 150 pages; [Ph.D. dissertation].United States -- New York: Columbia University; 2009. Publication Number: AAT 3374099. Source:           DAI-B 70/08, Feb 2010	1	2009
Guillot, Sebastien	2009MsT..........2G	An XMM search for quiescient low-mass X-ray binaries in globular cluster using X-ray spectral identification	ProQuest Dissertations And Theses; Thesis (Ms.T.)-- McGill University (Canada), 2009. Publication number: AAT MR61601 ISBN: &lt;ISBN&gt; 9780494616017 &lt;/ISBN&gt;.	0	2009
Noble, Allison G.	2009MsT..........2N	Submillimeter Imaging of High-Redshift Galaxy Clusters	ProQuest Dissertations And Theses; Thesis (M.Sc.)--McGill University (Canada), 2009.; Publication Number: AATMR66177; ISBN: 9780494661772; Source: Masters Abstracts International, Volume: 49-02, page: .; 115 p.	0	2009
Nelson, Thomas John	2009PhDT.........1N	Binary supersoft X-ray sources and the supernova Ia progenitor problem	Proquest Dissertations And Theses 2009.  Section 0262, Part 0606 151 pages; [Ph.D. dissertation].United States -- Wisconsin: The University of Wisconsin - Madison; 2009. Publication Number: AAT 3367309. Source:           DAI-B 70/07, Jan 2010	0	2009
Xu, Hao	2009PhDT.........1X	The AGN origin of cluster magnetic fields	Proquest Dissertations And Theses 2009.  Section 0033, Part 0606 159 pages; [Ph.D. dissertation].United States -- California: University of California, San Diego; 2009. Publication Number: AAT 3356297. Source: DAI-B 70/05, Nov 2009	2	2009
Riemer-S&oslash;rensen, Signe	2009PhDT.......182R	Dark Matter Characterisation from X-RAY observations	Ph. D. thesis, Niels Bohr Institute, University of Copenhagen, Denmark, (2009). Advisors: Kristian Pedersen, Steen H. Hansen	0	2009
H&oslash;st, Ole	2009PhDT.......271H	Observational probes of dark matter halos	Ph. D. thesis, Niels Bohr Institute, University of Copenhagen, Denmark, (2009). Advisors: Steen H. Hansen	0	2009
Bernhard, Klaus	2009OEJV..108....1B	Chromospherically active stars in the OGLE-II database: Paper 1. 25 new variables	Open European Journal on Variable Stars, vol. 108, p.1, 2009	1	2009
Armentrout, Bryan Keith	2009PhDT.........3A	Physical constraints on X-ray absorption and emission regions of NGC 4151	Proquest Dissertations And Theses 2009.  Section 0043, Part 0606 244 pages; [Ph.D. dissertation].United States -- District of Columbia: The Catholic University of America; 2009. Publication Number: AAT 3365377. Source: DAI-B 70/07, Jan 2010	0	2009
Zuhone, John A.	2009PhDT.........1Z	Simulations of binary galaxy cluster mergers: Modeling real clusters and exploring parameter spaces	Proquest Dissertations And Theses 2009.  Section 0330, Part 0606 165 pages; [Ph.D. dissertation].United States -- Illinois: The University of Chicago; 2009. Publication Number: AAT 3350904. Source:           DAI-B 70/03, Sep 2009	1	2009
Li, Zhiyuan	2009PhDT.........2L	The role of stellar feedback in galaxy evolution	Proquest Dissertations And Theses 2009.  Section 0118, Part 0606 147 pages; [Ph.D. dissertation].United States -- Massachusetts: University of Massachusetts Amherst; 2009. Publication Number: AAT 3349728. Source: DAI-B 70/03, Sep 2009	1	2009
Berghea, Ciprian T.	2009PhDT.........8B	Ultraluminous X-ray sources and their environment	Proquest Dissertations And Theses 2009.  Section 0043, Part 0606 181 pages; [Ph.D. dissertation].United States -- District of Columbia: The Catholic University of America; 2009. Publication Number: AAT 3365378. Source: DAI-B 70/07, Jan 2010	2	2009
Zeng, Jianning	2009PhDT.........2Z	Extended emission surrounding nearby Seyfert galaxies	Proquest Dissertations And Theses 2009.  Section 0434, Part 0606 197 pages; [Ph.D. dissertation].United States -- Maryland: University of Maryland, Baltimore County; 2009. Publication Number: AAT 3359098. Source:            DAI-B 70/06, Dec 2009	3	2009
Urrutia, Tanya Caroline	2008PhDT.........2U	Discovery and analysis of dust-reddened type 1 quasars - Finding the missing link in quasar evolution	Proquest Dissertations And Theses 2008.  Section 0029, Part 0606 164 pages; [Ph.D. dissertation].United States -- California: University of California, Davis; 2008. Publication Number: AAT 3329678. Source:           DAI-B 69/09, Mar 2009	0	2008
G&uuml;nther, Hans Moritz	2009PhDT.........6G	Accretion, winds and jets: High-energy emission from young stellar objects	Thesis (PhD); Universit&auml;t Hamburg, 2009	0	2009
Mauerhan, Jon Christian	2008PhDT........23M	Massive stellar X-ray sources in the Galactic center	Proquest Dissertations And Theses 2008.  Section 0031, Part 0606 199 pages; [Ph.D. dissertation].United States -- California: University of California, Los Angeles; 2008. Publication Number: AAT 3332576. Source: DAI-B 69/10, Apr 2009	1	2008
Donley, Jennifer Lynn	2009PhDT.........1D	Spitzer&#39;&#39;s contribution to the AGN population	Proquest Dissertations And Theses 2009.  Section 0009, Part 0606 225 pages; [Ph.D. dissertation].United States -- Arizona: The University of Arizona; 2009. Publication Number: AAT 3339012. Source:            DAI-B 69/12, Jun 2009	1	2009
